date,Visibility,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,StationPressure,Altimeter,WetBulbCelsius
1/2/2010 15:00,0.0,0.0,1.0,26.0,12.0,-11.0,0.0,6.0,330.0,0.0,0.0,0.0
1/2/2010 16:00,10.0,30.0,0.0,0.0,12.0,-11.0,47.0,0.0,0.0,21.49,30.14,-4.6
1/2/2010 17:00,10.0,30.0,-1.0,24.0,0.0,-11.0,0.0,0.0,0.0,0.0,30.14,0.0
1/2/2010 18:00,10.0,25.0,-4.0,22.0,16.0,-9.0,0.0,0.0,0.0,21.52,30.18,-5.6
1/2/2010 19:00,10.0,0.0,-6.0,19.0,0.0,0.0,0.0,0.0,0.0,21.53,0.0,0.0
1/2/2010 20:00,0.0,0.0,-7.0,17.0,0.0,-10.0,0.0,0.0,0.0,21.53,30.2,-8.1
1/2/2010 21:00,0.0,0.0,-6.0,18.0,12.0,-11.0,68.0,7.0,160.0,0.0,30.21,-7.7
1/2/2010 22:00,10.0,0.0,-7.0,17.0,0.0,-11.0,74.0,0.0,0.0,21.53,30.2,0.0
1/2/2010 23:00,10.0,18.0,-8.0,0.0,10.0,-12.0,71.0,6.0,0.0,21.53,30.2,0.0
1/3/2010 0:00,10.0,16.0,0.0,0.0,10.0,-12.0,77.0,0.0,160.0,21.52,30.19,-9.9
1/3/2010 1:00,0.0,16.0,0.0,0.0,10.0,-12.0,77.0,6.0,160.0,21.52,0.0,-9.9
1/3/2010 2:00,10.0,16.0,-9.0,0.0,9.0,-13.0,74.0,0.0,160.0,0.0,0.0,0.0
1/3/2010 3:00,10.0,16.0,0.0,14.0,9.0,-13.0,74.0,6.0,160.0,21.53,0.0,0.0
1/3/2010 4:00,0.0,16.0,0.0,14.0,9.0,-13.0,74.0,6.0,0.0,21.52,0.0,0.0
1/3/2010 5:00,10.0,16.0,0.0,0.0,0.0,-14.0,0.0,3.0,160.0,21.54,0.0,0.0
1/3/2010 6:00,10.0,14.0,-10.0,12.0,7.0,0.0,74.0,6.0,0.0,21.55,30.22,-11.1
1/3/2010 7:00,0.0,16.0,-9.0,13.0,7.0,0.0,67.0,3.0,170.0,21.55,30.22,0.0
1/3/2010 8:00,0.0,18.0,-8.0,15.0,0.0,-14.0,62.0,6.0,0.0,21.55,30.23,-9.6
1/3/2010 9:00,0.0,21.0,0.0,17.0,0.0,0.0,0.0,3.0,170.0,0.0,30.24,-8.2
1/3/2010 10:00,10.0,25.0,0.0,20.0,10.0,-12.0,53.0,0.0,0.0,21.56,0.0,-6.6
1/3/2010 11:00,0.0,30.0,-1.0,23.0,0.0,-13.0,41.0,0.0,0.0,21.55,30.23,-5.1
1/3/2010 12:00,0.0,30.0,-1.0,0.0,0.0,-12.0,43.0,9.0,300.0,21.55,30.22,-4.9
1/3/2010 13:00,10.0,0.0,-1.0,24.0,12.0,-11.0,47.0,9.0,0.0,21.54,30.21,-4.6
1/3/2010 14:00,10.0,30.0,-1.0,0.0,12.0,-11.0,47.0,10.0,290.0,21.55,30.22,-4.6
1/3/2010 15:00,0.0,0.0,-2.0,23.0,14.0,-10.0,56.0,0.0,300.0,0.0,30.23,-5.0
1/3/2010 16:00,10.0,27.0,0.0,23.0,16.0,-9.0,63.0,8.0,300.0,21.56,30.24,0.0
1/3/2010 17:00,10.0,25.0,-4.0,0.0,16.0,0.0,69.0,0.0,0.0,21.57,30.25,-5.6
1/3/2010 18:00,10.0,0.0,-6.0,18.0,12.0,0.0,68.0,0.0,0.0,0.0,30.26,0.0
1/3/2010 19:00,10.0,0.0,0.0,17.0,0.0,0.0,74.0,0.0,160.0,21.58,30.27,-8.4
1/3/2010 20:00,0.0,18.0,-8.0,15.0,10.0,-12.0,71.0,0.0,150.0,21.58,0.0,-9.1
1/3/2010 21:00,10.0,18.0,-8.0,0.0,10.0,-12.0,0.0,6.0,0.0,21.58,0.0,0.0
1/3/2010 22:00,0.0,16.0,-9.0,14.0,9.0,0.0,74.0,5.0,170.0,21.6,30.29,-10.0
1/3/2010 23:00,0.0,16.0,-9.0,14.0,0.0,0.0,74.0,0.0,0.0,0.0,30.29,-10.0
1/4/2010 0:00,0.0,16.0,-9.0,14.0,9.0,-13.0,74.0,6.0,0.0,21.59,0.0,-10.0
1/4/2010 1:00,0.0,16.0,0.0,14.0,0.0,-13.0,74.0,0.0,160.0,0.0,30.28,-10.0
1/4/2010 2:00,10.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,30.29,-10.3
1/4/2010 3:00,10.0,16.0,-9.0,0.0,7.0,-14.0,67.0,5.0,150.0,21.6,30.29,-10.3
1/4/2010 4:00,0.0,14.0,0.0,12.0,7.0,-14.0,74.0,0.0,0.0,0.0,30.28,0.0
1/4/2010 5:00,10.0,16.0,-9.0,13.0,0.0,-15.0,0.0,5.0,150.0,0.0,30.28,0.0
1/4/2010 6:00,10.0,16.0,0.0,13.0,0.0,-15.0,0.0,6.0,150.0,21.6,30.29,-10.6
1/4/2010 7:00,10.0,16.0,0.0,13.0,0.0,-15.0,62.0,7.0,0.0,0.0,0.0,0.0
1/4/2010 8:00,0.0,16.0,-9.0,13.0,5.0,0.0,62.0,7.0,150.0,21.6,30.29,-10.6
1/4/2010 9:00,10.0,0.0,-5.0,18.0,7.0,-14.0,50.0,3.0,0.0,21.62,30.31,-7.8
1/4/2010 10:00,10.0,28.0,-2.0,0.0,9.0,-13.0,45.0,0.0,0.0,0.0,0.0,0.0
1/4/2010 11:00,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
1/4/2010 12:00,10.0,34.0,1.0,0.0,0.0,-17.0,24.0,0.0,0.0,21.58,30.26,-4.8
1/4/2010 13:00,0.0,37.0,3.0,26.0,5.0,-15.0,26.0,7.0,300.0,21.56,0.0,-3.3
1/4/2010 14:00,10.0,37.0,3.0,26.0,7.0,-14.0,0.0,0.0,300.0,0.0,30.24,-3.1
1/4/2010 15:00,10.0,37.0,0.0,0.0,0.0,-14.0,0.0,6.0,0.0,21.57,0.0,-3.1
1/4/2010 16:00,10.0,34.0,1.0,25.0,0.0,-13.0,35.0,0.0,270.0,0.0,30.25,0.0
1/4/2010 17:00,10.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,21.58,30.27,-5.6
1/4/2010 18:00,10.0,28.0,-2.0,22.0,0.0,-12.0,47.0,5.0,0.0,21.58,0.0,0.0
1/4/2010 19:00,0.0,28.0,-2.0,22.0,10.0,-12.0,47.0,5.0,290.0,21.58,30.27,-5.6
1/4/2010 20:00,10.0,0.0,0.0,21.0,12.0,0.0,58.0,5.0,160.0,21.58,30.27,-6.3
1/4/2010 21:00,10.0,0.0,-5.0,19.0,12.0,-11.0,0.0,0.0,150.0,21.58,30.27,-7.0
1/4/2010 22:00,10.0,23.0,-5.0,19.0,12.0,-11.0,63.0,7.0,0.0,21.58,30.27,0.0
1/4/2010 23:00,10.0,0.0,-4.0,0.0,12.0,-11.0,58.0,5.0,130.0,0.0,0.0,0.0
1/5/2010 0:00,10.0,25.0,-4.0,21.0,0.0,-11.0,58.0,0.0,150.0,21.57,30.25,-6.3
1/5/2010 1:00,10.0,0.0,-4.0,21.0,12.0,-11.0,58.0,8.0,160.0,21.56,0.0,0.0
1/5/2010 2:00,10.0,25.0,-4.0,0.0,12.0,-11.0,58.0,0.0,160.0,21.57,0.0,-6.3
1/5/2010 3:00,0.0,25.0,-4.0,0.0,12.0,-11.0,0.0,6.0,160.0,21.57,30.25,-6.3
1/5/2010 4:00,10.0,25.0,-4.0,21.0,0.0,0.0,58.0,0.0,180.0,21.56,0.0,-6.3
1/5/2010 5:00,10.0,25.0,-4.0,0.0,0.0,-11.0,0.0,5.0,150.0,21.55,30.23,-6.3
1/5/2010 6:00,0.0,25.0,0.0,21.0,12.0,0.0,58.0,0.0,140.0,21.56,30.24,0.0
1/5/2010 7:00,0.0,25.0,-4.0,20.0,10.0,-12.0,0.0,7.0,160.0,21.56,30.24,-6.6
1/5/2010 8:00,10.0,27.0,-3.0,22.0,12.0,-11.0,0.0,6.0,0.0,21.56,30.24,-5.6
1/5/2010 9:00,10.0,28.0,0.0,23.0,14.0,-10.0,0.0,5.0,160.0,0.0,30.24,-5.0
1/5/2010 10:00,0.0,0.0,1.0,27.0,0.0,0.0,48.0,0.0,0.0,21.56,30.24,-2.7
1/5/2010 11:00,10.0,41.0,5.0,0.0,0.0,-12.0,0.0,0.0,300.0,21.54,30.21,-1.4
1/5/2010 12:00,10.0,39.0,4.0,28.0,0.0,-13.0,29.0,11.0,300.0,21.52,30.18,-2.2
1/5/2010 13:00,0.0,39.0,4.0,28.0,9.0,-13.0,0.0,13.0,300.0,0.0,0.0,-2.2
1/5/2010 14:00,0.0,0.0,0.0,0.0,0.0,-12.0,30.0,13.0,0.0,0.0,30.18,-2.1
1/5/2010 15:00,10.0,0.0,0.0,27.0,0.0,0.0,33.0,8.0,280.0,21.52,30.18,-2.7
1/5/2010 16:00,10.0,36.0,0.0,27.0,12.0,-11.0,0.0,8.0,260.0,0.0,0.0,-2.7
1/5/2010 17:00,0.0,0.0,0.0,0.0,14.0,-10.0,0.0,0.0,0.0,0.0,30.18,-3.7
1/5/2010 18:00,10.0,0.0,-1.0,24.0,14.0,0.0,51.0,0.0,0.0,21.52,30.18,0.0
1/5/2010 19:00,10.0,0.0,-1.0,25.0,16.0,-9.0,0.0,6.0,160.0,0.0,30.17,-4.0
1/5/2010 20:00,0.0,28.0,-2.0,0.0,14.0,-10.0,56.0,5.0,160.0,0.0,30.16,0.0
1/5/2010 21:00,10.0,27.0,-3.0,22.0,12.0,-11.0,0.0,6.0,0.0,21.5,0.0,0.0
1/5/2010 22:00,0.0,28.0,-2.0,0.0,12.0,-11.0,51.0,5.0,0.0,21.5,30.16,-5.3
1/5/2010 23:00,10.0,0.0,-3.0,21.0,10.0,-12.0,49.0,0.0,0.0,21.49,0.0,-6.0
1/6/2010 0:00,10.0,0.0,-2.0,22.0,10.0,0.0,0.0,0.0,0.0,21.49,30.14,0.0
1/6/2010 1:00,10.0,0.0,-3.0,21.0,10.0,-12.0,49.0,0.0,0.0,21.49,0.0,0.0
1/6/2010 2:00,10.0,27.0,0.0,22.0,12.0,-11.0,53.0,0.0,0.0,21.49,0.0,-5.6
1/6/2010 3:00,0.0,27.0,-3.0,22.0,12.0,-11.0,53.0,0.0,0.0,21.49,30.14,-5.6
1/6/2010 4:00,10.0,0.0,0.0,20.0,0.0,0.0,53.0,0.0,0.0,21.48,30.13,-6.6
1/6/2010 5:00,10.0,25.0,-4.0,0.0,12.0,-11.0,58.0,3.0,150.0,21.48,0.0,-6.3
1/6/2010 6:00,10.0,0.0,-3.0,0.0,12.0,0.0,53.0,0.0,0.0,21.49,30.14,-5.6
1/6/2010 7:00,10.0,25.0,-4.0,0.0,12.0,-11.0,58.0,3.0,170.0,0.0,0.0,-6.3
1/6/2010 8:00,0.0,28.0,-2.0,0.0,14.0,-10.0,0.0,0.0,0.0,21.49,0.0,0.0
1/6/2010 9:00,10.0,0.0,0.0,0.0,19.0,-7.0,59.0,0.0,0.0,21.49,30.14,-2.8
1/6/2010 10:00,10.0,0.0,1.0,29.0,21.0,0.0,59.0,0.0,0.0,21.5,30.16,-1.8
1/6/2010 11:00,10.0,36.0,2.0,30.0,21.0,-6.0,0.0,8.0,0.0,21.49,30.14,-1.1
1/6/2010 12:00,0.0,36.0,2.0,31.0,23.0,-5.0,59.0,0.0,290.0,21.46,0.0,-0.8
1/6/2010 13:00,10.0,36.0,2.0,30.0,21.0,-6.0,0.0,13.0,300.0,21.45,0.0,-1.2
1/6/2010 14:00,10.0,37.0,0.0,30.0,21.0,-6.0,52.0,6.0,0.0,21.45,30.09,-0.8
1/6/2010 15:00,0.0,0.0,2.0,30.0,21.0,-6.0,55.0,0.0,0.0,21.45,30.09,-1.2
1/6/2010 16:00,10.0,36.0,2.0,30.0,0.0,0.0,55.0,5.0,290.0,21.45,30.09,-1.2
1/6/2010 17:00,0.0,36.0,2.0,30.0,21.0,-6.0,55.0,3.0,330.0,21.45,30.1,-1.2
1/6/2010 18:00,0.0,34.0,1.0,0.0,25.0,0.0,70.0,5.0,270.0,21.46,0.0,-1.0
1/6/2010 19:00,0.0,34.0,1.0,29.0,23.0,-5.0,0.0,0.0,0.0,0.0,30.1,-1.4
1/6/2010 20:00,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,21.45,30.1,-2.0
1/6/2010 21:00,10.0,32.0,0.0,0.0,25.0,0.0,0.0,5.0,280.0,0.0,30.1,0.0
1/6/2010 22:00,10.0,30.0,-1.0,0.0,0.0,-4.0,82.0,9.0,300.0,21.46,30.11,-2.2
1/6/2010 23:00,0.0,30.0,0.0,27.0,23.0,0.0,75.0,7.0,280.0,21.45,0.0,-2.6
1/7/2010 0:00,10.0,0.0,0.0,0.0,23.0,-5.0,75.0,7.0,280.0,0.0,30.1,-2.6
1/7/2010 1:00,10.0,30.0,-1.0,27.0,23.0,0.0,0.0,0.0,0.0,21.45,30.1,-2.6
1/7/2010 2:00,10.0,27.0,-3.0,0.0,0.0,-6.0,78.0,0.0,0.0,0.0,30.09,-4.0
1/7/2010 3:00,10.0,25.0,-4.0,23.0,0.0,0.0,0.0,0.0,0.0,21.45,30.09,-5.1
1/7/2010 4:00,0.0,25.0,0.0,22.0,18.0,0.0,75.0,0.0,0.0,21.44,30.08,0.0
1/7/2010 5:00,0.0,21.0,-6.0,0.0,18.0,-8.0,88.0,3.0,170.0,0.0,30.09,0.0
1/7/2010 6:00,10.0,19.0,-7.0,0.0,16.0,0.0,88.0,0.0,0.0,21.45,30.1,-7.7
1/7/2010 7:00,0.0,19.0,0.0,18.0,16.0,0.0,88.0,0.0,0.0,0.0,30.12,-7.7
1/7/2010 8:00,10.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,30.12,0.0
1/7/2010 9:00,10.0,23.0,-5.0,21.0,16.0,-9.0,74.0,0.0,170.0,0.0,30.12,0.0
1/7/2010 10:00,10.0,28.0,-2.0,24.0,16.0,-9.0,0.0,0.0,0.0,21.47,0.0,-4.6
1/7/2010 11:00,10.0,30.0,-1.0,25.0,0.0,-9.0,56.0,3.0,290.0,21.45,0.0,-4.0
1/7/2010 12:00,10.0,0.0,-1.0,24.0,12.0,-11.0,0.0,0.0,0.0,21.44,30.08,0.0
1/7/2010 13:00,10.0,30.0,-1.0,20.0,-2.0,-19.0,25.0,13.0,300.0,21.44,30.08,-6.4
1/7/2010 14:00,10.0,30.0,0.0,19.0,-8.0,-22.0,19.0,11.0,0.0,21.45,0.0,-6.9
1/7/2010 15:00,0.0,28.0,-2.0,0.0,0.0,-22.0,20.0,6.0,0.0,21.45,30.1,-7.6
1/7/2010 16:00,10.0,27.0,-3.0,18.0,-4.0,-20.0,0.0,7.0,270.0,0.0,30.12,-7.7
1/7/2010 17:00,0.0,25.0,0.0,18.0,3.0,-16.0,38.0,0.0,300.0,0.0,30.12,-7.6
1/7/2010 18:00,10.0,0.0,-6.0,17.0,0.0,-12.0,62.0,0.0,300.0,21.49,0.0,-8.1
1/7/2010 19:00,0.0,0.0,-7.0,15.0,7.0,-14.0,59.0,0.0,0.0,21.49,0.0,-9.2
1/7/2010 20:00,0.0,18.0,-8.0,0.0,0.0,0.0,45.0,3.0,160.0,21.5,30.16,-10.5
1/7/2010 21:00,10.0,16.0,0.0,0.0,0.0,-19.0,45.0,5.0,160.0,21.5,30.16,0.0
1/7/2010 22:00,10.0,0.0,-11.0,8.0,-2.0,-19.0,53.0,6.0,150.0,0.0,0.0,-13.0
1/7/2010 23:00,0.0,14.0,-10.0,9.0,-4.0,-20.0,44.0,6.0,150.0,0.0,30.17,-12.5
1/8/2010 0:00,10.0,0.0,-11.0,8.0,-6.0,-21.0,0.0,6.0,160.0,21.51,0.0,-13.4
1/8/2010 1:00,10.0,12.0,-11.0,7.0,-8.0,-22.0,40.0,0.0,180.0,21.52,30.18,-13.6
1/8/2010 2:00,10.0,12.0,-11.0,0.0,-9.0,-23.0,38.0,6.0,160.0,21.54,30.21,-13.7
1/8/2010 3:00,0.0,12.0,-11.0,7.0,0.0,-25.0,31.0,7.0,160.0,21.54,30.21,0.0
1/8/2010 4:00,10.0,12.0,-11.0,7.0,-15.0,-26.0,28.0,6.0,160.0,0.0,30.2,-14.1
1/8/2010 5:00,10.0,12.0,-11.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,30.19,-14.3
1/8/2010 6:00,10.0,10.0,-12.0,5.0,-15.0,-26.0,31.0,0.0,150.0,0.0,30.2,-14.9
1/8/2010 7:00,10.0,10.0,0.0,0.0,-15.0,-26.0,31.0,0.0,150.0,0.0,30.2,0.0
1/8/2010 8:00,0.0,16.0,-9.0,9.0,-17.0,-27.0,21.0,5.0,170.0,0.0,30.24,-12.6
1/8/2010 9:00,0.0,21.0,0.0,13.0,-15.0,-26.0,19.0,3.0,170.0,21.57,0.0,-10.6
1/8/2010 10:00,10.0,27.0,0.0,0.0,-9.0,0.0,20.0,0.0,0.0,0.0,30.26,-8.1
1/8/2010 11:00,0.0,0.0,0.0,17.0,-9.0,0.0,20.0,0.0,0.0,21.58,0.0,-8.1
1/8/2010 12:00,10.0,0.0,0.0,0.0,0.0,-28.0,10.0,10.0,300.0,0.0,30.25,-6.8
1/8/2010 13:00,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,280.0,21.57,30.25,-6.0
1/8/2010 14:00,10.0,32.0,0.0,0.0,-17.0,0.0,11.0,0.0,290.0,21.57,0.0,0.0
1/8/2010 15:00,10.0,0.0,0.0,20.0,-15.0,-26.0,0.0,14.0,300.0,21.58,30.26,-6.6
1/8/2010 16:00,10.0,28.0,0.0,0.0,-15.0,-26.0,14.0,5.0,260.0,0.0,30.27,-8.1
1/8/2010 17:00,10.0,27.0,0.0,17.0,-13.0,-25.0,16.0,0.0,0.0,21.6,30.29,0.0
1/8/2010 18:00,10.0,0.0,-4.0,17.0,0.0,-21.0,25.0,7.0,150.0,21.62,0.0,0.0
1/8/2010 19:00,10.0,21.0,-6.0,14.0,-6.0,-21.0,30.0,5.0,150.0,21.62,0.0,-10.0
1/8/2010 20:00,0.0,21.0,0.0,14.0,0.0,-22.0,27.0,6.0,160.0,21.62,30.31,0.0
1/8/2010 21:00,0.0,0.0,-7.0,13.0,-6.0,-21.0,32.0,0.0,170.0,21.62,0.0,-10.7
1/8/2010 22:00,10.0,0.0,0.0,14.0,-6.0,0.0,30.0,0.0,160.0,21.62,30.31,-10.0
1/8/2010 23:00,10.0,21.0,-6.0,14.0,-8.0,-22.0,27.0,6.0,0.0,21.61,0.0,-10.2
1/9/2010 0:00,0.0,21.0,0.0,14.0,0.0,0.0,0.0,6.0,160.0,21.6,30.29,-10.2
1/9/2010 1:00,10.0,0.0,-4.0,0.0,-6.0,0.0,25.0,8.0,150.0,21.6,0.0,0.0
1/9/2010 2:00,10.0,0.0,-6.0,14.0,-8.0,0.0,27.0,6.0,0.0,0.0,30.29,-10.2
1/9/2010 3:00,10.0,21.0,-6.0,14.0,-8.0,-22.0,27.0,0.0,0.0,21.6,0.0,-10.2
1/9/2010 4:00,10.0,21.0,0.0,14.0,-8.0,0.0,27.0,5.0,150.0,21.6,30.29,0.0
1/9/2010 5:00,10.0,21.0,0.0,14.0,-8.0,-22.0,27.0,7.0,160.0,0.0,0.0,-10.2
1/9/2010 6:00,0.0,19.0,-7.0,12.0,-8.0,-22.0,0.0,6.0,0.0,21.6,0.0,-10.9
1/9/2010 7:00,10.0,0.0,-6.0,0.0,-8.0,-22.0,0.0,0.0,150.0,21.6,30.29,0.0
1/9/2010 8:00,10.0,25.0,-4.0,16.0,-9.0,-23.0,0.0,5.0,0.0,0.0,0.0,-8.8
1/9/2010 9:00,10.0,0.0,-2.0,0.0,0.0,-22.0,0.0,0.0,170.0,21.62,30.31,0.0
1/9/2010 10:00,10.0,0.0,1.0,22.0,-8.0,0.0,0.0,0.0,0.0,21.62,30.31,0.0
1/9/2010 11:00,0.0,37.0,0.0,23.0,-17.0,-27.0,0.0,0.0,0.0,0.0,30.3,-5.0
1/9/2010 12:00,0.0,39.0,4.0,24.0,0.0,-26.0,9.0,7.0,290.0,21.58,0.0,-4.3
1/9/2010 13:00,0.0,39.0,0.0,25.0,0.0,-23.0,12.0,7.0,290.0,21.58,0.0,-4.0
1/9/2010 14:00,10.0,0.0,4.0,25.0,0.0,-23.0,12.0,0.0,0.0,21.58,0.0,-4.0
1/9/2010 15:00,10.0,0.0,4.0,25.0,-8.0,-22.0,13.0,9.0,0.0,21.58,0.0,-3.9
1/9/2010 16:00,0.0,0.0,1.0,0.0,-2.0,-19.0,21.0,8.0,300.0,21.59,30.28,-5.1
1/9/2010 17:00,10.0,32.0,0.0,22.0,0.0,-18.0,0.0,0.0,0.0,21.62,30.31,0.0
1/9/2010 18:00,10.0,30.0,-1.0,21.0,0.0,-17.0,0.0,0.0,0.0,21.62,30.31,0.0
1/9/2010 19:00,10.0,0.0,-2.0,0.0,3.0,-16.0,0.0,0.0,160.0,21.62,30.32,0.0
1/9/2010 20:00,10.0,27.0,0.0,0.0,0.0,-15.0,39.0,5.0,0.0,21.62,30.32,0.0
1/9/2010 21:00,0.0,27.0,-3.0,19.0,3.0,0.0,35.0,0.0,0.0,21.62,30.32,-6.9
1/9/2010 22:00,10.0,25.0,-4.0,18.0,0.0,-16.0,0.0,0.0,0.0,0.0,30.32,-7.6
1/9/2010 23:00,10.0,23.0,-5.0,17.0,3.0,0.0,42.0,7.0,160.0,0.0,30.31,-8.3
1/10/2010 0:00,10.0,25.0,-4.0,18.0,0.0,0.0,38.0,8.0,160.0,21.62,0.0,0.0
1/10/2010 1:00,0.0,25.0,-4.0,18.0,3.0,-16.0,0.0,0.0,160.0,21.62,30.31,-7.6
1/10/2010 2:00,10.0,25.0,-4.0,18.0,0.0,-17.0,0.0,7.0,0.0,21.62,30.31,-7.8
1/10/2010 3:00,10.0,23.0,0.0,17.0,1.0,-17.0,38.0,6.0,0.0,0.0,30.31,-8.5
1/10/2010 4:00,10.0,25.0,-4.0,17.0,0.0,0.0,0.0,7.0,0.0,21.62,30.31,0.0
1/10/2010 5:00,10.0,25.0,-4.0,0.0,0.0,-18.0,33.0,6.0,150.0,21.62,30.31,0.0
1/10/2010 6:00,0.0,0.0,-4.0,18.0,0.0,-18.0,0.0,0.0,160.0,21.62,0.0,0.0
1/10/2010 7:00,10.0,27.0,0.0,0.0,0.0,-16.0,0.0,6.0,140.0,21.63,30.33,-6.9
1/10/2010 8:00,10.0,27.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,21.63,30.33,-6.9
